"x" "y" "pop"
352835.92045 6789252.25 2
352835.96045 6787797.44 3
352836.07045 6788061.01 3
352836.20045 6787560.94 2
352836.32045 6789241.38 4
352836.46045 6789788.99 7
352836.52045 6787982.34 4
352836.57045 6788773.83 2
352836.58045 6792322.07 2
352836.63045 6786805.03 1
352836.72045 6789935.8 4
352836.91045 6787396.95 2
352836.92045 6791743.15 5
352837.31045 6787885.61 6
352837.91045 6789835.3 4
352837.93045 6787300.53 3
352837.93045 6787615.29 2
352837.95045 6790142.93 5
352837.96045 6787716.38 4
352838.07045 6789976.19 5
352838.08045 6787664.85 2
352838.15045 6789166.35 22
352838.32045 6786831.59 2
352838.34045 6789955.94 2
352838.63045 6786858.9 5
352838.71045 6789859.72 9
352838.72045 6787904.72 2
352838.77045 6786841.49 1
352838.84045 6789945.86 4
352838.92045 6787498.36 2
352839.12045 6786851.15 1
352839.26045 6790188.03 1
352839.48045 6791820.82 1
352839.66045 6791259.6 4
352840.26045 6792276.47 2
352840.48045 6789922.23 1
352840.53045 6786869.04 2
352840.63045 6791803.55 2
352840.87045 6786878.47 2
352840.93045 6789986.23 2
352841.10045 6787086.05 302.5
352841.31045 6792314.16 2
352841.37045 6787867.53 4
352841.50045 6790928.91 3
352841.51045 6788628.17 1
352841.66045 6786914.37 1
352841.68045 6788725.88 10
352841.71045 6791181.39 3
352841.74045 6791138.75 2
352841.91045 6786739.76 1
352842.03045 6786904.47 1
352842.24045 6788535.28 1
352842.24045 6790033.61 2
352842.47045 6789895.41 2
352842.70045 6792004.91 65
352842.84045 6789963.72 3
352842.85045 6788062.38 5
352843.48045 6786887.66 2
352843.61045 6788084.43 2
352843.65045 6791741.4 2
352844.19045 6791809.83 2
352844.40045 6787647.68 4
352844.42045 6787748.64 4
352844.52045 6792451.57 2
352844.61045 6788021.32 1
352844.65045 6791274.86 3
352844.82045 6789437.13 3
352844.91045 6787894.95 4
352844.97045 6787603.03 3
352844.97045 6790003.49 4
352845.24045 6792221.6 2
352845.37045 6789158.12 7
352845.46045 6788110.95 2
352845.51045 6790222.11 1
352845.53045 6787405.28 4
352845.65045 6790473.87 1
352845.72045 6790096.09 3
352845.82045 6787556.24 2
352846.24045 6791457.11 4
352846.43045 6790574.53 4
352846.65045 6788605.77 4
352846.85045 6787983.45 2
352847.03045 6791252.25 3
352847.13045 6787614.77 2
352847.13045 6790016.94 3
352847.26045 6791818.64 2
352847.48045 6786958.4 3
352847.48045 6788743.19 2
352847.70045 6787512.57 2
352847.86045 6788639.68 8
352847.97045 6787372.01 3
352848.10045 6789218.46 3
352848.12045 6788093.63 1
352848.25045 6787667.57 2
352848.78045 6787798.43 3
352848.96045 6787714.54 2
352849.16045 6792329.62 2
352849.79045 6791737.85 1
352849.85045 6786232.2 41.5
352849.88045 6791144.31 2
352850.18045 6790159.46 2
352850.32045 6789400.87 4
352850.36045 6790063.83 39.5
352850.44045 6787520.13 2
352850.50045 6785466.05 5
352850.91045 6792389.9 2
352851.35045 6791889.43 2
352852.22045 6792321.56 5
352852.25045 6788718.1 2
352852.52045 6788748.91 5
352852.69045 6791480.82 2
352852.82045 6788016.84 2
352853.09045 6791269.39 2
352853.15045 6792110.38 63.5
352853.46045 6792446.54 6
352853.57045 6788626.99 4
352853.78045 6788027.63 2
352853.96045 6788119.19 5
352854.06045 6787307.91 1
352854.28045 6792227.05 2
352854.45045 6787605.85 2
352854.50045 6791817.39 1
352854.51045 6791612 4
352854.69045 6787407.16 1
352854.82045 6787551.87 1
352855.00045 6788755.25 3
352855.57045 6790595.58 1
352855.58045 6787260.8 2
352855.63045 6789837.13 6
352855.81045 6787736.58 2
352855.88045 6790144.48 4
352856.20045 6787655.02 4
352856.29045 6791451.65 5
352856.32045 6788860.27 2
352856.45045 6792430.84 4
352856.50045 6790301 1
352856.63045 6790135.3 2
352856.91045 6787376.74 1
352856.98045 6791152.89 2
352857.05045 6790093.21 12
352857.25045 6787331.84 1
352857.30045 6787822.92 1
352857.47045 6787983.62 2
352857.49045 6789736.99 10
352857.52045 6792268.03 3
352857.66045 6789226.7 1
352857.68045 6792350.04 2
352857.85045 6789459.72 160.5
352857.94045 6787797.96 1
352857.95045 6787451.62 4
352858.00045 6788102.72 4
352858.24045 6790632.01 2
352858.48045 6792525.19 2
352858.65045 6790470.65 6
352858.78045 6787713.35 2
352859.58045 6789702.87 1
352859.98045 6788718.2 1
352860.69045 6787924.2 3
352860.84045 6789247.12 11
352861.06045 6790170.2 4
352861.07045 6789781.01 1
352861.11045 6792409.02 2
352861.39045 6787393.39 4
352861.93045 6791815.85 3
352862.08045 6788611.1 6
352862.18045 6787244.9 8
352862.32045 6791236.76 4
352862.36045 6791196.26 1
352862.56045 6788856.64 2
352862.67045 6792440.16 3
352863.01045 6791261.88 2
352863.09045 6788681.33 13
352863.13045 6787539.81 1
352863.49045 6790107.12 7
352863.54045 6787413.16 1
352863.80045 6787600.76 2
352863.89045 6792234.93 2
352864.09045 6788025.49 3
352864.09045 6789265.43 3
352864.13045 6789836.02 1
352864.49045 6789402.43 1
352864.74045 6788948.59 4
352865.58045 6791444.9 2
352865.75045 6791474.13 2
352865.81045 6787550.42 1
352866.04045 6790059.14 3
352866.10045 6790258.74 7
352866.35045 6787653.9 5
352866.56045 6792273.43 2
352866.68045 6786401.33 88
352866.75045 6788221.23 71
352867.14045 6787402.9 2
352867.24045 6787983.39 2
352867.24045 6790623.09 5
352867.24045 6791162.13 3
352867.30045 6787793.91 3
352867.44045 6791735.06 1
352868.38045 6788122 2
352868.54045 6787591.38 2
352868.55045 6791815.34 2
352868.79045 6787711.43 3
352868.80045 6788744.32 2
352869.60045 6787196.51 4
352869.71045 6786118.63 2
352869.78045 6789437.79 4
352869.83045 6791893.97 4
352869.87045 6786721.43 1
352870.19045 6788853.71 1
352870.38045 6786753.43 2
352870.57045 6787336.14 2
352870.68045 6789752.79 3
352871.24045 6792286.16 4
352871.49045 6786766.61 1
352871.87045 6791249.63 8
352872.03045 6792425.5 2
352872.08045 6787928.17 2
352872.16045 6789159.87 11
352872.18045 6787449.8 1
352872.44045 6789313.1 18
352872.66045 6790604.15 1
352873.34045 6787858.85 2
352873.39045 6792255.11 2
352873.81045 6787889.86 5
352873.81045 6791930.96 79
352873.86045 6787268.08 4
352874.06045 6789400.35 3
352874.11045 6790115.08 1
352874.19045 6787597.09 2
352874.39045 6789781.89 6
352874.42045 6788054.69 2
352874.43045 6789765.26 2
352874.65045 6792344.4 1
352874.69045 6787467.49 2
352874.86045 6791228.01 3
352875.00045 6791169.56 1
352875.61045 6791813.38 4
352875.68045 6787973.97 4
352875.75045 6789194.17 2
352876.07045 6787544.13 2
352876.22045 6788026.56 1
352876.68045 6787554.82 2
352876.72045 6786339.75 75
352876.86045 6787652.87 4
352876.87045 6787904.85 2
352876.91045 6787868.97 1
352876.97045 6789838.9 6
352877.16045 6787880.77 3
352877.20045 6791444.14 2
352877.30045 6791893.63 4
352877.36045 6790307.68 49.5
352877.63045 6790042.27 3
352877.83045 6787476.76 2
352877.84045 6790103.41 2
352877.96045 6791468.81 1
352878.22045 6789885.36 4
352878.44045 6787795.19 2
352878.47045 6787817.36 4
352878.54045 6786867.25 1
352878.76045 6790582.95 2
352878.81045 6791537.9 2
352878.83045 6786856.66 2
352878.89045 6788678.83 11
352879.15045 6787709.93 5
352879.22045 6787320.69 2
352879.30045 6791243.12 6
352879.41045 6788766.8 98
352879.43045 6789395.8 2
352879.81045 6786117.95 2
352880.31045 6788064.54 1
352880.39045 6787340.36 2
352880.40045 6789071.87 3
352880.43045 6786732.09 3
352880.49045 6787459.67 5
352880.71045 6790091.04 6
352880.74045 6788130.52 2
352880.98045 6786721.15 1
352881.04045 6790472.23 2
352881.21045 6792356.27 2
352881.31045 6787593.04 2
352881.38045 6786740.86 3
352881.52045 6791990.41 62
352881.67045 6790078.62 6
352881.70045 6791557.76 7
352881.82045 6790237.42 5
352881.86045 6787417.99 2
352881.94045 6787742.86 4
352882.04045 6787252.96 169.5
352882.31045 6787629.42 1
352882.60045 6791812.41 2
352883.41045 6789219.42 2
352883.47045 6790113.62 2
352883.49045 6790121.84 11
352883.66045 6790267.53 1
352883.93045 6792467.12 2
352884.06045 6787918.54 3
352884.16045 6791217.53 4
352884.50045 6786777.15 2
352884.56045 6787469.2 3
352884.56045 6789969.94 2
352884.73045 6788728.15 137.5
352884.92045 6787484.2 4
352884.98045 6790063.81 5
352885.04045 6787651.2 2
352885.05045 6791177.48 4
352885.20045 6790220.93 17
352885.43045 6786786.83 2
352885.56045 6787971.37 5
352885.59045 6789160.54 6
352885.62045 6791742.31 3
352886.20045 6788003.01 3
352886.47045 6789401.85 3
352886.73045 6790021.09 6
352886.87045 6792364.15 2
352886.89045 6790200.75 19
352886.90045 6787581.89 2
352886.94045 6792486.23 1
352886.99045 6789837.09 2
352887.06045 6789998.23 1
352887.08045 6787325.93 1
352887.32045 6790008.01 1
352887.48045 6790014.52 1
352887.51045 6787424.77 2
352887.53045 6792375.1 3
352887.63045 6786805.63 1
352887.68045 6786796.51 2
352887.86045 6791237.55 3
352888.04045 6787344.59 5
352888.04045 6787793.75 1
352888.42045 6790564.86 1
352888.68045 6786251.53 31
352888.81045 6791443.09 2
352888.95045 6787268.83 4
352889.15045 6790251.93 6
352889.22045 6787589.56 2
352889.25045 6786815.56 3
352889.33045 6786824.91 2
352889.33045 6788665.11 6
352889.45045 6791520.24 1
352889.62045 6786195.13 31
352889.77045 6791226.4 1
352889.79045 6789775.23 2
352890.00045 6786843.82 5
352890.01045 6788849.46 1
352890.01045 6789070.14 2
352890.23045 6791889.37 1
352890.27045 6788071.06 5
352890.42045 6789268.67 6
352890.45045 6792497.3 2
352890.61045 6786834.37 3
352890.65045 6791577.24 2
352890.82045 6789194.41 7
352890.83045 6786116.42 1
352890.86045 6787492.35 4
352890.89045 6787502.91 1
352891.01045 6790947.14 6
352891.08045 6790636.03 5
352891.39045 6788101.4 1
352891.50045 6791754.77 2
352891.56045 6787708.21 1
352891.77045 6789147.56 13.5
352891.79045 6790036.73 4
352891.86045 6792336.26 4
352892.17045 6791466.75 2
352892.86045 6791792.97 2
352893.19045 6787636.74 4
352893.31045 6788134.85 2
352893.36045 6786881.08 3
352893.39045 6791783.99 5
352893.50045 6792457.45 3
352893.57045 6790586.2 2
352893.76045 6791776.81 2
352893.78045 6792269.21 2
352893.99045 6791189.17 1
352894.04045 6790501.43 1
352894.16045 6786899.11 2
352894.21045 6787412.5 2
352894.31045 6786890 1
352894.53045 6786909.02 2
352894.58045 6787512.49 2
352894.69045 6789362.42 15
352894.75045 6787473.07 1
352894.91045 6787329.63 2
352895.23045 6786918.09 4
352895.40045 6792382.19 2
352895.50045 6792515.26 2
352895.52045 6791761.01 2
352895.56045 6788760.47 6
352895.58045 6791766.96 3
352895.84045 6787650.38 4
352895.95045 6787741.23 3
352896.01045 6791877.88 2
352896.04045 6790832.35 12
352896.31045 6787972.55 2
352896.43045 6789710.75 9
352896.53045 6786928.24 4
352896.69045 6786720.28 2
352896.70045 6787821.17 1
352896.81045 6787430.02 4
352896.99045 6792477.53 2
352897.08045 6787793.04 5
352897.13045 6787348.82 4
352897.24045 6790050.09 9
352897.56045 6791846.59 2
352897.69045 6787930.2 2
352898.52045 6788080.14 3
352898.55045 6789412.01 7
352898.64045 6789231.69 11
352898.81045 6790269.07 5
352898.91045 6792324.51 2
352898.94045 6791732.42 2
352899.11045 6788063.46 4
352899.11045 6792393.21 1
352899.18045 6787523.37 4
352899.55045 6791442.01 4
352899.82045 6787587 4
352900.33045 6788677.25 11
352900.53045 6790471.32 2
352900.69045 6789957.35 4
352900.93045 6787543.27 2
352901.01045 6787706.4 3
352901.11045 6786113.01 2
352901.35045 6791227.79 2
352901.57045 6789339.15 4
352901.62045 6793883.54 5
352901.65045 6789866.62 3
352901.68045 6791862.53 2
352901.77045 6788087.25 2
352901.78045 6787280.81 1
352901.90045 6790774.91 1
352902.20045 6786730.79 4
352902.20045 6788136.51 2
352902.27045 6790513.45 5
352902.44045 6790579.35 1
352902.48045 6789292.87 4
352902.58045 6789262.62 1
352902.81045 6786739.89 1
352902.94045 6788848.42 1
352902.97045 6787505.46 4
352903.09045 6792402.49 2
352903.13045 6789836.28 18
352903.14045 6790622.7 2
352903.14045 6790840.04 2
352903.30045 6788022.04 3
352903.34045 6789193.11 2
352903.34045 6792279.93 2
352903.46045 6789937.58 5
352903.62045 6787872.01 3
352903.76045 6786749.26 1
352903.93045 6791505.98 2
352904.24045 6787576.14 5
352904.27045 6787565.2 5
352904.32045 6787629.25 1
352904.45045 6790567.3 2
352904.69045 6787417.92 3
352905.08045 6791729.4 1
352905.12045 6786783.49 1
352905.16045 6790030.76 2
352905.17045 6786759.11 1
352905.28045 6787334.38 2
352905.73045 6786775.5 1
352905.92045 6786792.13 2
352905.97045 6787727 3
352905.98045 6787705.77 1
352906.04045 6786767.13 1
352906.04045 6791589.21 4
352906.11045 6787476.21 3
352906.51045 6792421.66 1
352906.61045 6791467.01 3
352907.01045 6790021.98 1
352907.13045 6787819.53 2
352907.22045 6787647.17 1
352907.32045 6787790.78 2
352907.36045 6789844.27 1
352907.58045 6789920.1 2
352908.02045 6787434.08 4
352908.37045 6790015.15 1
352908.38045 6788265.35 51
352908.42045 6789164.77 22
352908.47045 6786803.25 1
352908.69045 6789155.07 17
352909.04045 6789045.9 2
352909.11045 6789307.14 7
352909.15045 6786813.33 2
352909.83045 6786822.47 1
352909.83045 6790760.16 26
352909.95045 6790002.44 1
352909.96045 6787499.21 1
352910.20045 6791788.35 4
352910.46045 6786831.91 1
352910.59045 6789775.05 4
352910.70045 6787355.61 1
352910.74045 6788130.78 2
352910.74045 6791445.07 2
352911.11045 6789431.95 2
352911.17045 6788088.82 4
352911.36045 6786841.19 2
352911.42045 6787868.12 2
352911.50045 6786850.64 3
352911.56045 6789995.67 1
352911.60045 6786110.18 2
352911.79045 6791726.23 2
352912.01045 6790730.25 1
352912.01045 6791841 2
352912.04045 6788560.33 10
352912.12045 6791779.81 4
352912.20045 6786860.88 2
352912.47045 6789359.18 9
352912.51045 6787921.59 2
352912.51045 6789243.82 2
352912.59045 6789403.02 3
352912.73045 6792303.33 3
352912.96045 6792381.53 2
352913.02045 6786870.43 2
352913.53045 6789835.56 8
352913.62045 6788015.77 3
352913.79045 6792322.16 5
352913.87045 6791868.07 5
352913.97045 6788584.27 9
352914.04045 6787424.63 3
352914.13045 6787483.44 4
352914.35045 6789977.13 2
352914.37045 6790562.72 4
352914.39045 6789254.53 2
352914.67045 6790499.87 4
352914.79045 6789349.57 2
352915.09045 6787705.04 4
352915.13045 6790854.63 2
352915.35045 6790324.17 4
352915.57045 6790460.51 2
352916.04045 6789339.58 6
352916.29045 6790122.25 2
352916.32045 6791888.22 3
352916.52045 6787550.82 1
352916.63045 6790539.03 1
352916.88045 6787724.66 1
352917.13045 6787646.1 1
352917.37045 6788134.96 4
352917.43045 6792417.95 2
352917.60045 6792405.78 2
352917.83045 6787790.07 2
352917.85045 6787882.11 2
352918.04045 6790279.59 18
352918.22045 6789164.49 8
352918.22045 6792547.81 5
352918.24045 6792371.25 1
352918.46045 6789192.06 3
352918.51045 6791724.25 2
352918.53045 6789045.77 10
352918.61045 6790113.18 2
352918.62045 6787571.14 4
352918.70045 6791828.26 2
352918.90045 6786186.59 26
352918.94045 6787339.07 2
352919.01045 6787287.17 4
352919.13045 6787818.78 3
352919.67045 6792428.42 2
352919.83045 6788651.85 38
352919.89045 6788098.36 3
352919.91045 6791801.66 5
352920.01045 6788571.21 11
352920.10045 6790108.02 5
352920.33045 6791498.54 2
352920.53045 6787896.66 2
352920.63045 6786443.27 191
352920.91045 6787499.13 2
352921.49045 6791447.09 2
352921.60045 6787866.93 4
352921.72045 6786106.87 2
352922.14045 6788542.11 5
352922.18045 6787964.19 4
352922.27045 6789230.54 5
352922.38045 6790102.15 2
352922.68045 6792361.2 2
352923.47045 6787485.95 1
352923.51045 6787426.05 3
352923.59045 6790049.47 2
352923.67045 6789213.33 3
352923.94045 6787361.9 5
352924.38045 6789271.6 10
352924.74045 6787546.41 4
352924.90045 6790038.52 2
352924.92045 6789370.52 1
352925.21045 6788135.09 4
352925.22045 6791721.54 2
352925.80045 6787307.9 2
352925.83045 6790823.57 1
352925.88045 6787722.51 1
352926.14045 6791597.38 4
352926.27045 6787645.38 2
352926.51045 6787440.06 5
352926.62045 6788993.91 4
352926.64045 6788131.08 5
352926.81045 6789781.57 4
352927.01045 6787615.64 24
352927.12045 6789254.98 11
352927.13045 6787703.21 3
352927.54045 6789452.91 9
352927.59045 6789398.09 3
352927.74045 6791760.78 2
352928.05045 6790208.5 2
352928.41045 6788094.03 1
352928.54045 6789009.68 8
352928.55045 6792351.59 2
352928.71045 6787566.43 2
352928.79045 6789196.4 10
352929.24045 6790695.99 4
352929.71045 6789243.34 8.5
352929.84045 6790225.92 4
352929.92045 6789320.7 6
352930.22045 6788612.83 7
352930.64045 6792449.39 4
352930.68045 6787496.3 1
352930.91045 6792522.78 6
352931.32045 6787817.61 1.5
352931.37045 6787344.67 2
352931.53045 6787863.05 4
352931.53045 6790626.51 2
352931.55045 6787429.07 2
352931.60045 6787788.24 1
352931.68045 6786092.5 6
352931.91045 6791719.87 1
352932.00045 6791451.6 3
352932.30045 6790549.05 2
352932.45045 6787255.92 7
352932.52045 6791896.49 1
352932.58045 6790096.95 2
352932.64045 6788643.63 3
352932.70045 6790089.95 6
352932.71045 6789156.13 4
352932.89045 6790068.06 7
352933.09045 6791479.02 2
352933.20045 6792472.02 4
352933.22045 6787488.74 1
352933.26045 6787543.3 2
352933.84045 6786262.28 26
352933.87045 6790707.87 2
352934.56045 6787959.95 5
352934.77045 6787982.87 9
352934.83045 6789067.5 1
352934.91045 6788991.03 4
352934.93045 6787721.86 3
352935.40045 6787563.27 5
352935.65045 6788999.3 4
352935.77045 6789077.25 2
352935.78045 6787916.44 2
352936.26045 6787644.39 4
352936.36045 6787285.44 5
352936.43045 6790106.02 3
352936.58045 6790338.12 1
352937.08045 6792107.32 83
352937.21045 6788094.08 2
352937.29045 6790242.14 5
352937.48045 6788024.85 41
352937.55045 6789780.07 2
352937.63045 6791810.24 2
352937.81045 6786232.92 23
352938.28045 6787701.89 3
352938.61045 6789026.15 8
352939.07045 6788673.78 86
352939.47045 6791718.31 4
352939.52045 6790199.5 5
352939.52045 6791497.23 3.5
352940.09045 6787277.29 1
352940.28045 6790524.84 4
352940.36045 6790194.85 1
352940.43045 6788552.8 12
352940.57045 6786083.54 4
352940.64045 6791822.01 4
352940.68045 6787494.31 5
352940.77045 6787219.33 8
352940.89045 6789833.77 3
352941.30045 6790485.93 71
352941.34045 6790807.26 5
352941.43045 6790024.45 7
352941.55045 6789054.28 2
352941.71045 6790151.21 6
352941.75045 6787861.08 3
352941.78045 6789151.3 8
352941.89045 6789753.13 1
352941.94045 6790643.18 2
352942.08045 6787953.92 3
352942.10045 6792336.27 2
352942.21045 6787560.81 2
352942.44045 6789736.23 7
352942.52045 6791455.86 3
352943.08045 6789077.05 3
352943.22045 6787815.39 1
352943.34045 6787374.24 5
352943.37045 6788052.06 44
352943.55045 6787538.11 1
352943.63045 6788606.4 7
352943.64045 6787907.11 3
352943.66045 6789814.13 5
352943.67045 6790346.73 2
352943.84045 6787269.66 2
352943.92045 6789201.26 5
352944.38045 6790054.98 1
352944.51045 6789358.01 9
352944.53045 6789346.89 3
352944.67045 6786715.55 2
352944.89045 6789696.19 6
352944.95045 6787786.09 1
352945.02045 6790720.18 5
352945.17045 6790799.64 1
352945.44045 6789188.08 5
352945.66045 6787720.4 4
352945.89045 6790688.87 3
352946.06045 6787447.68 5
352946.16045 6791716.71 2
352946.22045 6789166.16 17
352946.42045 6787643.87 2
352946.43045 6789779.21 15
352946.70045 6787420.66 3
352946.80045 6786738.19 2
352946.83045 6789977.94 4
352946.84045 6790509.22 4
352948.03045 6786724.31 5
352948.13045 6790294.17 3
352948.15045 6788730.1 41.5
352948.17045 6789997.55 6
352948.48045 6787947.76 1
352948.48045 6788640.96 2
352948.52045 6790107.16 5
352948.56045 6791596.18 2
352948.93045 6787440.39 5
352948.97045 6790401.44 2
352948.99045 6787962.72 1
352949.30045 6790018.83 1
352949.40045 6786077.02 1
352949.72045 6787610.59 5
352949.72045 6787699.83 4
352949.93045 6787906.03 5
352949.94045 6790011.45 5
352950.11045 6791900.01 5
352950.33045 6787354.98 1
352950.56045 6790374.59 8
352950.73045 6789720.87 2
352950.75045 6791808.32 3
352950.85045 6786756.83 1
352950.88045 6791465.72 2
352950.94045 6786766.8 3
352950.99045 6787858.68 4
352951.03045 6788627.51 4
352951.05045 6787557.75 1
352951.06045 6788747.14 32
352951.27045 6790587.13 1
352952.02045 6789734.66 4
352952.22045 6786775.85 2
352952.42045 6791524.25 3
352952.44045 6789303.62 3
352952.59045 6790390.61 7
352952.63045 6789329.83 1
352952.64045 6790455.84 8
352952.65045 6787456.99 2
352952.75045 6790249.48 2
352952.96045 6790729.19 3
352952.98045 6787254.5 6
352953.46045 6790792.64 5
352953.48045 6790708.6 3
352953.57045 6789290.25 1
352953.73045 6792332.15 3
352953.86045 6787379.41 3
352953.86045 6789944.53 3
352954.08045 6789361.25 1
352954.14045 6787263.52 5
352954.52045 6786882.8 1
352954.63045 6787223.98 5
352954.86045 6787535.99 3
352955.01045 6787784.71 1
352955.21045 6786785.08 1
352955.44045 6787719.78 2
352955.50045 6788590.47 12
352955.54045 6791714.72 3
352955.87045 6787813.36 3
352956.49045 6789299.05 2
352956.50045 6790365.26 5
352956.56045 6786794.92 2
352957.19045 6790344.63 2
352957.35045 6789774.63 3
352957.43045 6786804.18 1
352957.61045 6786408.93 144
352957.89045 6787895.77 2
352958.18045 6786813.45 1
352958.25045 6789321.55 2
352958.81045 6786823.56 1
352958.88045 6791852.89 2
352958.99045 6791820.16 3
352959.12045 6791472.54 1
352959.25045 6787858.07 2
352959.50045 6787444.17 2
352959.55045 6790085.44 2
352959.64045 6787554.8 4
352959.87045 6787698.63 4
352959.89045 6790268.21 2
352960.03045 6787495.78 2
352960.12045 6787952.86 3
352960.24045 6786832.66 1
352960.26045 6789347.4 5
352960.27045 6790357.05 1
352960.69045 6790055.85 8
352960.91045 6787947.87 2
352961.16045 6787606.43 1
352961.31045 6791901.24 5
352961.72045 6790260.42 1
352961.84045 6786852.4 2
352961.97045 6787359.23 2
352962.05045 6790698.1 4
352962.20045 6787531.17 2
352962.29045 6786071.44 3
352962.29045 6791748.22 3
352962.42045 6790145.23 20
352963.13045 6787459.34 4
352963.23045 6789312.55 6
352963.33045 6792410.75 4
352963.45045 6787779.85 5
352963.48045 6789369.21 3
352964.00045 6791804.26 2
352964.25045 6789419.58 2
352964.27045 6786870.66 2
352964.35045 6787871.6 5
352964.50045 6787642.68 5
352964.59045 6793767.66 2
352964.92045 6788127.23 2
352964.97045 6790294.35 1
352965.06045 6789282.44 6
352965.26045 6790072.39 3
352965.35045 6791481.59 2
352965.49045 6791592.05 2
352965.74045 6787069.18 5.5
352966.24045 6787893.68 1
352966.28045 6790566.77 3
352966.94045 6787384.7 2
352967.05045 6788147.9 1
352967.10045 6790344.45 2
352967.16045 6787811.33 2
352967.49045 6791757.16 1
352967.51045 6788715.7 131
352967.67045 6787448.91 3
352967.75045 6790098.75 5
352967.90045 6792487.41 2
352968.43045 6792467.79 1
352968.67045 6790042.04 2
352968.75045 6787317.66 2
352968.82045 6789818.39 2
352968.85045 6789275.29 3
352968.95045 6787551.74 4
352969.01045 6788137.18 4
352969.02045 6789888.69 1
352969.04045 6788117.8 2
352969.59045 6788637.44 13
352969.63045 6787717.47 1
352969.75045 6789164.84 9
352969.80045 6790635.34 5
352970.16045 6789911.79 5
352970.38045 6787886.51 2
352970.59045 6789243.83 7
352970.61045 6792423.16 1
352970.84045 6787779.51 3
352970.85045 6787312.38 1
352970.85045 6790589.66 1
352971.05045 6786328.94 69
352971.08045 6791763.94 1
352971.12045 6787601.35 3
352971.13045 6787696.58 2
352971.50045 6788617.78 7
352971.75045 6787858.69 4
352971.83045 6789358.66 5
352971.90045 6792341.59 2
352971.96045 6790533.93 1
352971.99045 6788671.42 59
352972.39045 6787464.25 1
352972.39045 6789262.48 5
352972.48045 6790613.21 3
352972.52045 6787528.9 2
352972.54045 6792520.12 2
352972.56045 6789301.23 2
352972.76045 6788085.57 2
352972.77045 6791786.32 2
352972.93045 6789350.57 3
352972.98045 6791901.7 2
352973.09045 6788107.71 4
352973.16045 6791770.23 2
352973.17045 6788097.63 2
352974.62045 6788007.85 4
352974.62045 6789864.54 5
352974.70045 6793910.07 3
352975.02045 6787453.22 2
352975.06045 6791999.65 1
352975.21045 6792406.17 2
352975.27045 6787389.68 1
352975.61045 6788076.69 5
352976.08045 6787642.14 3
352976.14045 6790521.48 1
352976.50045 6790009.23 1
352976.79045 6787809.7 2
352977.15045 6790740.43 5
352977.34045 6790685.63 2
352977.92045 6789392.81 5
352978.19045 6787582.45 3
352978.25045 6789034.5 3
352978.51045 6787548.66 1
352978.56045 6785406.84 2
352979.22045 6788280.92 55.5
352979.23045 6788571.14 5
352979.27045 6791821.46 2
352979.32045 6791582.6 3
352979.43045 6789784.95 5
352979.45045 6788893.74 137
352979.47045 6790564.62 3
352979.56045 6787590.24 2
352979.56045 6792348.83 2
352979.58045 6791095.12 9
352979.59045 6790026.27 10
352980.05045 6790754.58 8
352981.01045 6787781.55 4
352981.15045 6790302.87 1
352981.27045 6787715.42 1
352981.43045 6788045.69 3
352981.53045 6789157.18 5
352981.59045 6789284.88 5
352982.00045 6789229.27 11
352982.18045 6788056.46 4
352982.67045 6789144.17 24
352982.86045 6790148.52 1
352982.88045 6789982.5 4
352983.19045 6789843.51 2
352983.22045 6786648.28 1
352983.80045 6792462.12 4
352983.96045 6787808.89 4
352984.53045 6787456.6 5
352984.63045 6789353.54 8
352984.85045 6787394.13 2
352985.35045 6789970.96 5
352985.39045 6790447.95 4
352985.44045 6789178.94 27
352985.50045 6790554.91 6
352985.61045 6787855.11 3
352985.61045 6787947.74 4
352985.61045 6792360.33 4
352985.84045 6791133.5 3
352985.91045 6789216.5 7.5
352986.06045 6789199.03 3
352986.12045 6791904.03 4
352986.20045 6789318.83 11
352986.38045 6787473.15 2
352986.75045 6787600.21 1
352986.83045 6787630.31 2
352986.86045 6789403.36 7
352987.07045 6790252.28 68
352987.93045 6792398.45 1
352988.01045 6789635.23 9
352988.10045 6787715.34 1
352988.33045 6790666.68 2
352988.93045 6789282.04 1
352989.00045 6790284.27 1
352989.16045 6787368.63 11
352989.48045 6790409.11 5
352989.53045 6788719.74 81
352989.55045 6792382.51 1
352989.74045 6786263.37 31
352990.14045 6792525.23 3
352990.52045 6786450.33 199
352990.63045 6791844.77 3
352990.96045 6791128.67 5
352991.39045 6788565.86 8
352991.51045 6791095.95 2
352991.57045 6792447.2 3
352991.75045 6787780.14 2
352991.90045 6791570.52 5
352991.93045 6787800.32 2
352992.30045 6787457.02 2
352992.44045 6787304.87 1
352992.55045 6786115.63 43
352992.76045 6790725.54 3
352993.42045 6789811.58 2
352993.61045 6789286.1 2
352993.63045 6791855.6 3
352993.71045 6789767.91 3
352993.93045 6787398.64 2
352994.11045 6789921.38 5
352994.17045 6787944.89 2
352994.32045 6787810.44 4
352994.37045 6789784.15 2
352994.48045 6792419.37 3
352994.63045 6790575.14 3
352994.65045 6789825.14 2
352994.81045 6787607.67 4
352995.17045 6789946.98 5
352995.26045 6789760.49 4
352995.43045 6787906.56 5
352995.63045 6789619.14 2
352996.10045 6790548.81 14
352996.11045 6789609.25 4
352996.28045 6787714.05 3
352996.93045 6791864.17 2
352997.08045 6787913.74 3
352997.13045 6789889.64 2
